Gene.symbol	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
PLP2	2139.5	2338.7	1920.4	1953.1	1913.7	1769.9
HLA-DPB1	5262.9	5243.7	4907.7	3938.5	5745.8	8394.2
SSB	544.4	421	415.2	693.3	614.9	801.3
RAB5C	2155.2	1829	1753.8	1584.2	778.1	1029.4
GPNMB	7869.9	8245.3	8832.7	7704	7827.7	8115.1
EIF2S1	861	1049.2	1060.2	650.5	1009.3	1364.8
HAX1	1947.6	1433	1812.3	1676.2	1544.7	2082.9
NFE2L2	1752.2	2431.4	2013	1538.9	3392.7	2716.2
TIMP3	2999.5	4615.4	4844	3920.9	3389.3	3868.6
MBNL1	717	852.4	758.8	934.5	822.2	903.4
MFN2	986.4	1023.2	1049.6	1106.4	1020.3	1072.8
NMT1	570.8	642.9	668.3	868.6	618.8	608.3
YBX3	2958	3785.6	3824	3342.1	4003.5	3709
IGFBP7	9598	9605.5	8633.5	9711.5	10564.5	6189.9
PUM1	655.8	704	816.6	867.9	718.5	644
ARHGDIA	1467.9	1145.1	1320.4	1052.6	378	521.6
BHLHE40	535.6	775.7	940.9	614.6	720.3	565.2
NUDC	1495.8	1532.1	1488	1307.6	1162.5	1371.7
TERF2IP	1878.5	1269.4	1352.2	1429.2	1350.1	1411.8
TMX2	1351.5	991.8	1116	1559.5	1002.5	1202.8
ARCN1	1348.8	1282	1183.6	1930.4	1572.9	1604.6
UBA2	658.8	940.1	777.1	925.8	883.3	1097.6
FBXO7	1789.1	2145.1	1990.1	2110.4	2144.4	2208.5
GNAI3	922.6	730.4	871.3	1006	949.1	902.1
CHD4	298.6	342.7	411.4	347.5	270.3	256.3
HTRA1	9242.8	11899.7	13625.3	9025.7	8577.4	12586.1
LRPAP1	1013.1	779.1	739.3	671.6	963.1	923.6
ITPR3	131.7	128.3	45.1	117.7	106	89.7
PITPNA	636.6	777.9	771	696.2	740.4	951.5
IDH1	1445.7	1407.2	1446.1	1534.9	1426.3	2146.9
SEPW1	2258.6	2781.7	2635.3	2269	2416.2	3259
SLC7A5	414.4	39.1	44.8	55.8	43.9	159.3
AMD1	658.6	563.2	691.4	576.4	806.4	1085.3
PSMD1	1326.3	1321.4	1478.8	1415.4	1541.5	1479.1
CREG1	3012	2939.8	3092.6	2355.9	3476.4	3247.5
CSTB	4602.5	4331.7	4638.5	4023.2	3708	5043.6
PCNA	695.7	694.6	555.5	609.3	424.6	753.3
RRBP1	742.4	403.9	437.8	845.6	336.9	184.5
TNFAIP1	824.6	1199.9	978.7	1007.1	1220.4	913.1
HDAC1	655.2	417.7	543.2	549.4	487.5	554.1
DDX3X	2993.5	2844.6	3061.4	2853.4	2500.8	2953.2
LGMN	2587.5	1849.2	1719.7	1996.1	2542.9	2879.1
PPP1R7	215.1	183	232	130	159.1	219.3
PLS3	3875.8	4440.5	4033.7	4828.7	3604	3505.7
ERP29	4558.5	3082.5	3066.9	2580	3297.5	3038
CTBP2	813	861.9	1008.9	882.8	1087.6	1033.6
SNRNP70	606.6	797.7	1108.4	918.9	756.8	947.8
RAD23B	1638	1501.5	1586.7	1660.5	955.3	1024.4
SRRM1	510.7	655.1	456.9	480.3	424.2	386.3
NDUFB8	2595.1	1719.5	1661.3	2028.4	1647.9	1758.8
ARIH2	238.2	293.8	267.5	200.3	206.8	259.1
ENO1	2689	2883.7	3235.3	4054.6	2739.7	3807.9
PSMD13	334.4	412	513.7	357.7	433.9	470.7
ILK	1648.4	2195.5	2216.6	2547.8	1788.2	1836.6
BTG2	772.7	423.8	396.1	389.7	1100.7	361.8
CAPZA2	819.9	1187.5	1231.3	807.7	1187.6	1402.2
SPCS2	4415.2	2698.9	2935.2	2304.5	3177.9	2994
DDX1	1840.1	1677.4	1844.5	2092.5	1870.6	1706.4
ATP1B1	799.6	549	666.7	859.7	398.5	611.6
RAF1	922.8	1132.5	1269.9	1007.3	1283.4	1168.9
SREBF2	548.4	409.1	379.5	501.1	229.2	253.3
SLC2A1	70	128.9	70.5	96	138.1	107.4
PKM	5697.3	4791.8	5537.2	5138.3	3754.5	3744.1
PSMC4	428.9	324.8	339.9	577.2	289.5	444.1
CDIPT	1854.3	1696.5	1647.2	2316	1733.4	2102.1
BAG6	1117.9	816.7	1051.4	1072.8	807.3	842.2
COX7A2L	1922.2	1966.9	1781.2	2483.3	2208.2	2438.7
RPS16	3890.7	5848.6	5086.2	6828.1	5190.7	7450.8
SYPL1	2439.3	2458.2	2623.6	2559.7	2420.5	2107.2
BGN	3327.9	3533.5	3676.4	5414.9	4998.8	3450.2
TARS	634.3	504.3	515	898	735.4	695.9
COPE	1133.2	917	988.1	872.1	814.6	1330
TXNRD1	991.1	1278.6	1455.8	875.2	1514.6	1592.9
PSMC3	898	974.5	997.6	1262.2	922.6	907.4
NUDCD3	82.6	127.7	104.8	79.9	72.8	114.7
RALY	529.2	515.9	452.5	622.4	421.3	451.7
AKR1B1	3135.8	2563.3	3118.1	2635.9	3255.7	3368
SRP9	2668	2581.6	2658.2	3046	2443	3498.5
PSMA5	1107.9	918.9	1181.3	897.5	1245.7	1613.6
FDPS	435.3	378.3	392.5	419.6	589.4	501.7
RAB5B	671.4	612.3	738.7	626	753.5	596.4
HNRNPAB	2395.7	2197.7	2354.8	3072.1	2172.9	2946
ADRM1	774.8	871.2	917	874.9	808.9	762.6
OGDH	830.3	829.6	1147.2	688.2	606.9	737.7
TRAK1	153.6	161.7	134.8	81.4	76.6	65.6
APEH	659	613.2	565.1	429.4	479.4	582.3
MKRN1	1434.2	1547.5	1480.4	1582.6	1642.9	1574.8
SDC1	972.5	164.9	92.6	367.1	520	87.8
ARHGDIB	4706.9	2842.5	3638.5	2473.2	2662.2	3581.8
CYR61	1323.5	1038.8	465.9	1221.8	3235.9	484.4
SEC11A	4056.3	3445.1	3967	4336.5	3695	4574.2
TOP2A	25.6	18.7	26.3	34.9	49.4	46.6
WSB1	100.7	149.1	184.1	264.7	153.8	251.6
MOB1A	455.5	310	402.5	432.7	343	473.5
PRNP	2190.8	2208	2378.9	1784.9	2250.3	2336.4
ANXA4	2652.1	3261.8	3664	3502.6	4230	3796.5
EIF4A3	1857.6	2142	2233.9	1995.6	1517.9	1778.7
NDUFA5	674.4	911.7	1243	843.7	1076.9	1023.1
ANP32B	1599.1	1381.1	1242.1	1493.4	1504.6	1839.7
SEPT11	1526.9	2751.5	2026.7	2797.5	1947.8	2805.1
NREP	446.4	463.7	654.1	1539.8	596.8	456.9
SH3BGRL	2326.1	2267.1	2669	1730.9	2976.1	2834.1
ENO2	670.3	548	578.5	1419.2	443.2	233.9
STK25	358.3	378.6	466.9	559.4	369.6	376.4
IFITM2	9520.1	8555.1	6916.9	8962.4	7358.5	9099.6
PSMA2	267.9	546.3	376	317	430.2	386.5
MYL12A	997.8	1142	891.4	925.9	934.6	1382.1
SMARCC2	423	599.5	557.9	644	370.2	510
ATP5B	3985.8	3703.8	3913.8	3751	3899.5	4083.3
EMP1	1353.7	2578.7	1542	1618.2	2604	3117
CCT6A	408.4	428	386.3	528.8	472.7	651.4
ETS2	651	508.9	461	714.4	780.7	776.9
RARS	563.1	600.8	653.2	674.8	576.3	758.3
STAT6	2197.2	2325.1	2249.3	2577.6	2419.1	1533.3
ARHGEF12	214.1	142.3	185.7	95.5	267.7	232.5
VAMP3	3529.8	3714.7	4387.8	3700.8	4400.5	4303.2
GTF3A	2934.3	2794.1	2276	2873.4	2739.1	3991.9
SCP2	2286.6	2492.6	2368.1	2143.2	2830.7	2920.1
ENC1	84	27.9	49.6	12.3	46.5	35.5
SNRPC	775.4	548	638.1	554.1	625.4	607.3
UBE2D2	1050.2	1416.6	1383.6	1359.3	1234.5	1367.4
ADIPOR2	949.1	1146.8	946	885.7	800.4	1218.9
GRHPR	1246.4	1330.7	1445.1	1484	945	1080.9
GPX3	8461.4	9495.5	10639	10417.9	7847.1	9100.6
SLC9A3R1	633.6	616.4	633.6	425.6	480.1	518.5
FLOT2	912.2	1158.8	1126.9	965.3	949.7	1110.9
YME1L1	1743.3	1861.7	1634.9	1812.6	1719.4	1904.3
BAZ2A	388.2	343.6	293.6	387.6	313.3	250.4
SF3A1	1372.7	1677.9	1276.9	1612.5	1559.6	1508.9
COPB1	2338.7	2196.4	2403.7	2402	2485.5	2515.6
CST3	8745.4	11382.7	11872.9	7018.4	11918.3	9377.1
TMEM109	1978.5	2178.8	2092.7	2115.3	2189	1618
IVNS1ABP	713.3	744.1	905.3	711.1	836.8	1087.8
OAZ2	1294.6	2033.2	1910.5	1694.3	1657.4	1416.9
ANXA7	1073.5	1445.7	1179.8	1315.6	1311	1680.1
ZFP36L2	692.2	797.2	847.3	876.1	412.8	242.8
CUL3	245.5	188.2	199.2	243.6	208.5	221.9
PLEC	571.4	554.4	556.9	782.8	818.3	424.8
PPP2CB	12	9.1	6	70	42.1	10
HNRNPF	902.3	848.9	944	852.9	955.2	869.8
UBAP2L	296.7	227.3	273.4	280.8	348.7	370.4
TPD52L2	1146.9	1014.5	959.8	1306.8	991.2	1179.2
CRTAP	1534.6	2007.8	1823.5	2063.5	1424.4	1951.1
CACYBP	1161.4	1209	1356.3	1079.5	1393.5	1349
NBR1	1047.5	932.9	1006.1	999.7	906.9	784.4
DHX15	2363.6	2554.1	2602.5	2726	2850	2953.8
UCHL1	490.7	742.7	693	873	901.8	1089.2
PSMD3	823.7	849.1	998.8	829.7	520.2	468.3
ITGA5	487.1	720.7	503.8	933.6	767.1	735
CSNK2B	2857	2443.4	2519.5	2506.7	2573.2	2453.6
TRAP1	721.8	686	770.9	671.5	484.5	597.7
IGF2R	641.4	538.9	480.1	696.4	233	228
RBM5	941.4	844	1009.9	679.9	760.4	655.5
SGTA	76.1	78.2	158.4	263.3	56.8	37
PHGDH	295.2	399.7	343.1	507.8	453	273.6
TRAM1	4622.1	5073.7	4362.5	4239	5505.5	5097.9
PSMB3	2418.9	1926.1	2067.5	1611.6	1907.3	2312.6
GRK2	564	441.3	573.3	359.1	167.5	167.6
MGST3	3790	4577.3	4675	4926.9	4466.2	4625
COPS6	1244.2	1374.5	1289.4	1330.5	1233.7	1323.2
PPP1CB	320.4	340	324.6	352.4	378.9	528.8
PLEKHB2	1680.3	1367	1898.5	991.6	1441.9	2105.1
LRP10	3294.8	3187.6	2705.9	3287.9	3694.1	2420.1
HSD17B4	1211.3	1499.6	1415.4	1576	1387	1298.6
NAP1L4	523	667.7	754.3	716.4	615.1	689.2
GSS	473	402	374.1	392.4	381.7	451.1
SOX4	684.8	763.1	1216.7	1586.6	1017.8	505.7
BAP1	501.9	788.4	837.5	431.3	863	657.4
WDR77	541.6	539	351.4	477.5	734	840.5
CUL4A	667.3	745.3	733.6	836.6	693.2	785.6
ALDH2	4159.6	6202.3	5949.4	4500.8	4409.6	7169.7
VIM	11409.2	12327.3	12494.5	12035.3	11596.6	10622.7
SEPP1	5682.4	5861.8	6185.4	4851.6	5669.5	5424
CLDN4	23.5	32.4	62.7	25.3	103.1	21.7
RPL37A	13508.8	12873.7	14145.1	13009.4	12503.7	12764.3
DPYSL3	1868.7	2156	1957.7	2652.1	1398.8	1776.7
CAT	4262.2	5206.5	4301.9	4747.1	4759.6	5500.2
PTDSS1	1667.6	1505.8	1669	1709.7	1806	1979
TTC1	539.8	463	563.6	719.9	744.3	695.6
EIF4E	988.6	754.7	921.7	810.9	736.9	1340.1
COL6A3	7427.9	7857	8335.2	8822.4	7613	4381.8
GBF1	637.7	458.2	577.6	502	367.5	285
DDX23	791.6	495.1	627.7	595.7	621.1	526.9
COX6B1	2273.3	2085.1	2246.9	1888.7	1998.9	2477.4
ATP6AP2	58.2	97	70.8	95.3	58.3	84.9
CNN3	1918.6	2292.4	1563.8	2826.7	781.4	985.3
TIA1	523.7	619.5	649.5	498.9	631.4	508.1
RHEB	25.5	11.5	13.7	14.2	24.6	42.9
NPEPPS	319.8	309.1	343.7	394.9	526.8	256.2
BUB3	423.1	519.2	485.6	565.7	515.2	591.3
RUVBL2	363.2	303.7	101	322.7	338.8	383.6
MAPKAPK2	1291.9	713.1	590.9	876.2	907.7	709
SCRN1	547	820.8	611	1009.4	842.1	682.3
TALDO1	1255.3	1821.6	1695.6	1365.4	1931.1	1538.3
JUN	3983.5	1644.9	1237.5	1500.3	5102.1	1267.6
NQO1	160.9	263.7	92.4	286.3	26.3	137.9
SHC1	1214.1	703.6	684.6	949.7	493.7	369.1
GSTO1	3447.6	2563	2971.8	2492.5	2949.4	4683.4
SQSTM1	3159.7	3536	3686.6	3113.5	3236.4	2962.7
VBP1	1047.4	1426	1318.3	932.2	1368.7	1909
JUNB	2896.1	1490.6	1437.3	675.3	3740.1	946.1
ITGA3	77.3	126	121.4	141.1	118.1	36
RRM1	490.9	576.4	635.4	501.9	423.4	415.3
SUPT5H	631	517.2	612.9	569	551.5	492.1
PYGB	365.7	139.9	199.4	630.4	606.7	312.9
QSOX1	366.5	467.9	515.5	688.3	476.9	401.5
SUPT4H1	1221.4	1062	1165.5	1268.6	1188.4	1166.2
RCN2	834.5	636.6	722.2	1063.3	884.1	831.4
CTSC	2982.6	1481.5	1590.8	1796.4	2930.8	2730
PPIF	635	155.8	225.7	273.3	199.5	273.1
AHSA1	903.3	805.2	927.1	1035.5	1143.1	963.4
RPL41	14016.5	13271.6	14209.2	13157.3	13320	12375.6
PUM2	1344.9	1346.9	1157	1545	1389.6	1338.4
PRCP	2904.3	2127.2	2934.6	2272.6	3489.4	3239.2
MYH11	225	224.6	157.1	82.8	269.2	69.4
USP7	493.6	739.2	662.4	638.3	622.9	543
PPP1R11	1661	1759.4	2047	1992.7	1884.7	2243
GRSF1	403.7	435.2	446.8	547.1	479.3	610.6
NFKBIA	2609.8	2620.4	2703.1	2272.9	2994.4	2357.6
G3BP1	973.1	999.4	877.8	1129.3	1193.7	1208.6
TSN	730.7	577.9	668	910.3	650.6	850.8
LAMB1	733.9	546.8	613.4	825.5	899.1	360.3
TGFBI	4548.5	4681.8	5963.2	10768.8	7281.8	6648.1
PFDN1	585.4	774.4	803	907.5	611	1144.4
IGFBP4	10588.9	10247.7	7983.1	6426.7	11022.1	7184.7
IDH3B	271.4	413.4	306	428.5	356.9	439.4
ELF3	55.9	69.8	67.1	64.7	85.8	84.6
AAMP	569.7	364.7	367.3	576.1	446.3	621.9
TOMM70	449.2	562.9	654.6	709.5	601.8	830.5
SRM	1224.7	772.6	705.2	1022.6	616	814.2
NCBP2	782	740.2	744.2	909.6	748.9	1242
CBX1	1165.1	1121.3	1247.2	1447.9	1401.5	1195.4
UBE2N	1065.7	866	866.3	995.9	936	1000.1
APOD	3139.4	9268.1	1654.5	6697.2	2808.6	2167.6
ARF5	834.3	1165.6	1189.5	1230.6	1143	922.9
RPA1	958.2	1181.2	1301.9	1098.4	1311	1041.1
ZFP36	2851.9	1546.1	1943.3	1456.4	6502.8	1380.2
PSMA3	2133	1814.8	1669.4	1983.2	1733.2	2625.1
CTNNB1	1617.5	953.2	840.4	678.6	1085.2	1169.8
UBL3	1159.7	865.2	1004.2	743.8	943	1375.6
DUSP3	834.1	975.7	904.6	1104.8	874.3	774.6
FHL1	1766.4	4505	3183.1	3334	2912.7	4732.7
ZNHIT1	329.3	548.4	459.7	448.7	571.2	470.2
SAR1A	1007.4	926	1157	1176	1333.8	1850.2
TRIP12	1351.3	1186.5	1201.1	1447.9	1383.6	1408.2
KDM5B	20	67	26.3	39.7	33.8	52.2
LAMP1	3368.8	3490.7	3559.8	3158.6	1466.7	935.3
GYG1	1402.3	1097.9	1377.6	1258.3	1269.2	1496.4
MCM3	871.8	954	951.9	977.1	886.1	862.9
VAMP2	1395	948	1248.8	1119.6	755.4	799.6
RAE1	425.4	352.7	450.4	413.1	475.7	533.4
CLIC4	2266.6	2577.2	2308.6	2250.9	2117.7	2459.4
CLSTN1	1980.8	1341.6	1746	1716.3	1979.2	801.4
SORD	402.3	408.1	415.9	337.8	391.5	285.8
FSCN1	409.2	219.8	238.4	326.1	242.3	114.7
ID2	1577.8	1588.7	2080.8	1736.1	2745.9	2721.6
GOLGA4	683.8	749.9	960.8	1060.5	1100.3	1153.2
UQCRQ	4347.5	3178	3355.2	3302.9	2623.3	4213.2
SAMM50	347.4	377.4	330.3	414.8	476.4	426.6
DCTD	696.8	789.6	713.5	964.2	516	753.4
ETF1	431.2	498.9	549.8	575.6	494.8	818.8
SNW1	994.9	1097.9	919	1214	1003.8	1234.8
NME1	1712.6	1630.1	1214	1433.1	1099.6	1691.8
PODXL	797.5	1051.6	809.3	1458.8	1156.9	817.5
FAT1	1223.7	1516.8	1112	1334.6	1294.9	707.2
TMX4	664.1	900	568.2	804.2	709.2	760.8
SEC23B	346.5	277.8	293	236.2	288.3	362.6
DDX39A	838.2	782.1	847.3	502.7	718.4	729.3
SFPQ	925.3	876	525.2	902.6	712.7	556.8
IRAK1	2512.8	1444.7	1747.7	1012.2	1666.4	1745.1
TXNL1	2538	2724.6	2390.2	2349.6	2497.8	2574.7
SMC1A	861.6	924.8	868.3	895.5	833.9	904.6
ANXA2	10002.8	10096.1	10478.2	10279.5	9566.2	9610.8
NISCH	1595.9	1522.6	1856.8	1858.1	1887.3	1532.7
EIF3H	2581.1	3099.3	3029	3026.6	3482.2	4338.1
ZC3H15	1225.8	1293.7	1111.2	1689.9	1195.2	1994.2
PPP4R1	911.7	894.8	928.9	1411.4	1744.5	1251.7
KRT18	220.3	272.9	250.1	203.3	298	210.5
COX7A2	3085.5	3477	3475.2	3252.9	3303.3	3920.8
INPPL1	356	452	505.4	455.9	352.5	309.3
OAT	2235.9	3056.5	2853.5	2245.2	3227.1	2536.5
PHB2	3190	4005.8	3682.8	4165.6	3811.4	4694.5
PPP1R12A	175	212.4	195.5	203.4	133.5	169.5
CNN2	884.1	1165.7	584	1212.5	788.7	762.5
PWP1	831.5	959.6	785.6	1230.3	1085.7	1256.3
ICMT	696.5	794	772.6	790.3	1051.4	1197
ALDH9A1	1859.3	2161.9	1631.9	1668.8	1736.9	1938
AP1G2	149.3	77.5	84.6	18.1	71.9	91.8
RUVBL1	305	209.9	276.4	249.4	123.5	168.3
CALD1	351.8	558.6	356.2	750	648.5	454.6
GPAA1	1263	1008.4	1017	868.4	965.5	757.5
PRDX3	2401.4	2109.1	2494.6	2284.2	2168	2766.2
MBTPS1	1109.8	856.9	1085.5	818.2	1139.5	854.3
NBL1	2794.2	2189.9	3412.3	2814.8	1789.8	1530.7
SND1	1455.5	1199.7	1266.8	1353.4	1261.4	810.5
DARS	3442.5	4020.9	4011.8	3880.2	3935	3652.8
INSIG1	286	287.3	323.3	225.7	278.4	262.8
RRAGA	2501.7	3141.4	3173.1	3385.4	3065	2694.4
ACP1	296.6	145.9	89	258.2	88.3	271.6
IER3	863.1	855.7	742.1	479.9	2477.1	753.6
EIF2B1	418.6	723.7	1001.8	1151.7	794.3	1063.1
CYB5B	253	352	222.2	282.5	415.7	332.5
FXR1	875.8	807.7	859.7	763.9	850	833.5
CPSF1	221.8	196.9	206.8	203.5	13.8	42.3
CLPTM1	646.5	760.1	852.9	492.3	638.3	398.2
BST2	1728.3	569.5	864.7	884.5	558.8	877.8
IFNGR2	2443.1	3314.1	3605.4	3477.9	2944.7	3494.6
KDM3B	907.4	1050.4	1160.5	1195.1	1037.7	1225.7
TSTA3	305	261.2	244.1	258	244.3	255.5
TNC	5991.7	4294.3	4641.9	5410	3712.4	2631
SCARB2	2057.6	2183.7	2211.5	2376.9	2108.4	1864.4
JAK1	2316.8	2479.5	2077.4	2765.5	2902	2721.3
UBE2L6	1835.6	1545.6	1410.5	1325.6	1445.5	1668
KRT19	11.7	12	3.8	21.3	5.8	12.9
PACSIN2	1813.5	2325.9	2098.6	2609.6	2511.8	2286.4
COPS5	827.4	1214.9	1189.5	1055	1148.2	1452.5
CNIH1	2497.6	2379.1	1817.6	1965.5	2680.8	3462.9
HSPG2	1288.7	886.5	1014.4	1125.5	141.6	74.1
ITGA6	1086.2	751.8	809.3	729.1	655.4	788.6
ARL1	308.6	296	271.1	310.2	303.9	485.6
ACSL3	832	919.1	925.2	841	1136.3	982
SMC4	547.7	370.2	492.7	414.9	431	387.1
RPS17	10185.7	11008.2	11464.9	12505.5	8856.8	10246.5
TIMP1	10853.3	10931.9	11142.1	7912	9621.3	9822.9
GJA1	3767.4	3127.5	3437.4	5638.8	3273	2465
MARCKS	1370.6	786.1	926.2	1661.5	715.1	546.7
USP14	514.4	674.6	671.1	727.3	744	1047.8
GYS1	604.4	553.5	547.4	576.7	528.3	360.6
AKAP1	327.3	591.4	592.3	695.5	344.4	593.8
PSMA1	2731.9	3305.1	2944.1	3801.6	2607.4	5096.1
HMCES	236.3	219.4	263.6	283.8	251.5	311.8
SRRT	173.4	141.7	225.1	230.4	40.5	89.9
DLG5	552.8	552.7	542.4	723.8	750	545.8
PMPCB	943.2	822.7	787.1	801.7	1165.1	859
TOX4	469.4	237.2	405.3	313	291.2	215.3
API5	657.1	592.8	652.1	541.4	629.6	619
TPD52	1076.9	144.4	113.1	129.2	129.8	207.6
SIGMAR1	617.6	643.7	644.1	652.7	622.5	513.8
EGR1	2298.6	1115.6	1753.6	969.9	5337.6	843.7
PNP	755.9	737.2	775	589.9	755.3	1085.9
SRSF4	927.1	1082	1078.4	1514.9	1417.8	1330.5
DNMT1	411.9	421.6	480.4	523.3	516.3	391
PSMC6	748	716.2	733.5	1037.3	925.2	1114.3
CCND3	620.8	906.9	814.9	797.2	833	869.9
PGRMC2	501.1	641.8	564	597.7	549.8	527.7
PPP1R10	148	22.2	95	26.7	52.5	21.7
ENTPD6	591.4	170.8	138.6	368	314.5	243.2
PSMD7	1084.3	1189	1281.6	1202.1	1369.1	1277.1
PEX19	726	1006.5	885	799	648.8	827.6
NIPSNAP1	571.2	480.3	530	441	287.4	304.6
MYBL2	117.7	116.4	180.1	160.5	88.4	83.4
RANBP2	1032.1	1021.3	1272.9	966.2	990.3	1135.4
TUBG1	227.6	376.2	305.1	218.4	254	328.3
ACIN1	280.4	332.8	325.3	479.4	259.7	282.5
SNX1	1226.2	1149.8	1289.6	1084.5	1249.4	1016.1
MRPL49	2017.5	1747.5	1881.1	1842.6	1652.3	2123.5
EPB41L2	2144.7	2471.9	2426.8	3110.5	1962.1	2274.3
LAPTM5	6367	3724.5	4890.5	3169.5	3442.6	6234.2
GALNT1	2830.1	2038.4	1718.1	2470	2436.4	1834.6
CDC123	1045.2	1244.9	1368.7	987.1	993.9	1216.2
ELAVL1	1755.1	1698.4	1720	2013.2	1758	1969.3
KIAA0100	464.4	405.9	472.4	304	366.1	306.4
TPR	730.1	1101.8	902.5	755.4	1073.4	1286.1
CLCN3	224.2	212.7	228.8	242.1	218.3	168.9
6-Mar	1504.3	1271.2	1522	1349.7	1441.2	1156.2
EIF1B	1211.6	1317.7	1337.9	1159.9	1504.6	1679.8
SGK1	1919.4	1828	2465	844.3	3647	2413.2
NDUFS3	1894.2	2157.9	1882.2	1316.9	3208.5	3030.5
SRSF1	103.4	131.6	123.4	106.2	124.7	182.8
CD14	5937.1	3593	4663	3157.3	5670	5230.3
LUM	4241.2	4330.3	4437.8	4171.9	3874.6	4005.7
TWF1	565.4	713.5	662.3	773.4	824.4	1102.2
TP53	545.4	659.6	635.6	594.8	413.6	513.1
SAFB	129.8	104.5	160.4	155.3	35.4	66.8
ECE1	350.3	448.1	579.7	402.1	427.1	290
JOSD1	532.1	616.1	566.1	714.1	1064.3	627.9
COX6C	5998.9	5776.8	5902.7	4667.7	4750	5688.1
MCM5	239	91.3	203.1	248.4	106.4	157.4
RPA2	1514	1557.1	1731.8	1515.1	1386.2	1562.4
TSG101	1170.7	1010.7	1384.9	1296.8	1255.8	1229.9
TBCD	51.5	139.6	21.9	166.2	45.4	66.2
WSB2	1237.4	1412.9	1442.5	1664.2	1691.9	2001.3
MTHFD2	625.5	372.6	515.1	835.9	474.4	805.5
DAXX	210.2	288.8	344.4	232.9	561.1	241.4
TMEM106C	439.6	602.2	719.2	608.8	711	671.2
HEXA	2886.1	1739.4	1688.5	1933.4	2259.5	2058.8
ELAC2	31.9	149.7	82.9	31	113.3	44.4
CLINT1	912.7	778.3	863.9	878.9	808.9	749.9
SNRPA	862.6	715.7	723	1219.8	646	865.7
SCAMP3	745.4	694.7	800.3	809.8	810.6	744.7
AZIN1	1316	1004.6	976.3	1091.4	1199.8	1552.2
ADNP	1017.8	1082.5	959.1	1084.4	931.5	900.2
NCAPD2	160.2	148	126.9	204.8	142.6	110.6
EFCAB14	1077.1	1249.5	1217.6	890.7	982.2	1033.1
RNF13	3019.1	3155	3448.8	2563.3	4175.2	3874.3
AIP	913.8	886.7	1024	848.4	675.1	675
RELA	1529.9	2120.9	2075.2	1817.5	2023.4	1563.6
RNASE1	13240.5	10608.7	13503.6	9772.9	13070	12452.3
ADAR	2430.7	1261.8	1246.7	2263.9	2127.1	1950.6
FBLN1	1102.5	1999.7	1100.7	1956.9	1654.3	644.6
DDX42	858.8	952.9	835.8	1052.7	774.4	1220.3
PCNX4	10.8	7.6	29.3	13.9	8.7	6.2
DHCR7	241.9	310.4	205.3	315.1	113.2	200.6
AEBP1	1725.7	1628.7	1308.4	5918.4	2496.1	879.2
SMG7	203.4	267.8	179.5	186.9	106.1	154.9
LBR	866.7	691.3	802.4	859.3	779	662.6
VARS	268	278.5	233.3	211.1	94.9	36.5
MYOF	2251.4	2836.1	2610.3	3026.8	3239.5	2136
OSBP	411.4	429.3	344.2	596.1	334.9	490.5
SLC29A1	1961.4	3149.5	3139.8	1632.5	1088.3	1269.2
POLR2B	956.6	977.2	1046	1031.3	1139.4	1346.8
TBCB	1657.4	1597.3	1716.3	2117.9	1654.4	1795.4
PRKAG1	1315	1441.2	1466.3	1375.2	1258	1375.5
ATXN2L	112.6	161.9	202.2	212.4	204.9	137.8
VPS26A	2504.9	2713.7	2522.1	2724.9	2540.6	2696.2
ENG	1740.6	1081	1177.4	836	536.2	486.1
SH3BP5	497.7	1032.6	719.2	1280.2	775.1	849.9
TBC1D5	623.2	631.7	683.2	741.4	487.1	627.8
GBAS	904.9	887.6	966.2	1102.6	1084.5	1827.6
UBE3C	451.8	599.4	698.7	505.8	687.3	621.9
LPCAT1	655.9	417.8	538.8	489.1	600.5	488.9
SCARB1	554	492.3	463.2	343.5	462.4	460.1
KRT5	12	22.5	14.7	15.1	21.2	55.7
TIMM17A	536.5	386.7	356.7	548.3	376.5	742.4
RNF14	700	615.3	724.4	701.6	740.2	1049
SCCPDH	503.6	346.8	360.6	309.5	421.9	463.1
SMARCD2	231.3	454.4	423.9	491.6	519.7	364.6
FAM127A	3239.2	4168.7	3994.7	4689.4	4331.1	4012.6
NET1	575.2	712.5	586	516.3	821.4	987.4
USO1	724.1	721.7	651.5	1030.8	858.9	1124
HDAC2	908.7	1103.3	966.2	770.4	855.4	1020.8
PRKAB1	266.6	213.7	250.4	295.6	223.4	304.7
SUPT7L	254	280.6	303.6	337.8	325	314.6
EPCAM	23.9	61	136.6	25.4	77.5	71.5
NEDD8	2929.8	1355	1219.7	1451.5	1172.4	1361.6
HSPB1	4895.8	4746.7	4912.3	5050.8	4423.5	3247
EFEMP1	10724.8	10505.3	11331.1	6884.3	10539	8983.9
RYBP	531.7	678.4	555.3	535.7	829.6	737.8
LIPA	3572	3439	3811.8	3445.7	3368.6	5778.7
BNIP3	413.9	409	455.6	805.2	421.3	510.7
CAPG	1606.2	1402.7	2117.8	1104.9	893.4	2489.3
SH3GL1	424.2	502.9	565.3	475.3	555.3	427.9
COL3A1	10889	9505.3	10127	12584.6	11080.3	8322.8
CDC25B	678.2	585.9	744	694.9	684.3	530.2
ATMIN	751.3	754.9	649.9	747.1	846.8	765.5
ZFR	470.1	636.7	864.1	687.4	760.7	911.7
